text_id,sent_id,finite_verb,non_finite_verb,sent,length,last_ment,befaft_bef,befaft_aft,argstr_NC,argstr_NP,argstr_PP,tense_pre,tense_pst,tense_fut,tense_cond,verb_POS,target_form
3971,5909550,start,look," Many different types on the market , but when you actually start to look into them , erm , they reveal a few things , you can see by this one it 's a fairly old one , but it is for for demo purposes only , this is one by Polycell , it 's battery operated in a plastic cases and it 's handy because it 's got a torch but when you actually put the alarm on it goes my gadget 's not working really .",4,1,0,0,0,0,1,1,0,0,0,VV,0
3971,5909558,start,discover," When you start to discover this one actually does travel through walls , the sound of it does actually does travel through walls , but as I say , it 's only a temporary measure to buy yourself a little bit of time she says .",8,4,0,0,1,0,0,1,0,0,0,VV,0
3976,5910395,hate,wear," Well n I hate wearing stuff like that , I always have done .",4,9,0,1,0,1,0,1,0,0,0,VVG,1
3977,5910766,hate,think, I hate to think what must be down there now .,5,10,0,0,1,0,0,1,0,0,0,VV,0
3977,5910906,start,grow," I do n't think the live yoghurt I used was any good because , for a start it was fruit flavoured , no it was n't it was natural , but it said mild flavoured and I do n't think it was the proper like the Greek style really live yoghurt that would have started all the fungus growing on it .",4,-1,0,0,0,0,1,0,0,0,1,VVG,1
3980,5912262,start,bitch, Bitching . start bitching Stop bitching .,5,-1,0,0,1,0,0,1,0,0,0,VVG,1
3980,5912262,start,bitch, Bitching . start bitching Stop bitching .,5,0,0,1,0,1,0,1,0,0,0,VVG,1
3982,5913569,start,learn, Cos then you can start learning .,5,-1,0,0,1,0,0,1,0,0,0,VVG,1
3982,5913570,start,loose, God you 're starting to loose that spiky effect Mark .,5,-1,0,1,0,1,0,1,0,0,0,VV,0
3982,5913632,start,cry, I mean good for oh I 'm gon na start crying .,3,-1,0,0,1,0,0,1,0,0,0,VVG,1
3982,5913812,start,go," they 're all really like when I , I did n't have a travel card , they all started going just cos I did n't have a travel card .",2,4,0,1,0,1,0,1,0,0,0,VVG,1
3982,5914225,start,laugh," And then , and Tracey , who was outside the window , she looked at me and she started laughing , and I go ha ha right .",5,-1,0,0,1,0,0,0,1,0,0,VVG,1
3982,5914576,start,interview," Oh I do n't bloody know , shall we start interviewing some people ?",9,-1,0,1,0,1,0,1,0,0,0,VVG,1
3982,5914740,start,shout," Yeah , yeah her mum found out , yeah she started shouting at her , but then the daughter pointed out that she did it as well .",5,-1,0,0,0,0,1,0,1,0,0,VVG,1
3983,5914793,start,do, do you think it 'd be a good idea if you started doing some revising I went oh yeah I 'll have a think about it,2,0,0,0,1,0,0,1,0,0,0,VVG,1
3983,5914881,start,go, and he starts going yes well I think we 'd better try and get a few As on there had n't we and,2,2,0,0,1,0,0,1,0,0,0,VVG,1
3984,5915964,start,make," Yeah , as soon as we know something we can start making decisions ca n't we ?",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
3984,5916104,start,sip," He stood there , no I do n't mean that , I mean me rubbish , oh dear , and he said erm er , sorry , he started sipping his coffee , he never said anything and then he says I 've got some bad news for you and I said oh my God no , car accident , I just heard it on the radio he said no , then he told me , oh God I nearly",3,-1,0,1,0,1,0,0,1,0,0,VVG,1
3984,5917487,start,do," and then he woke up , his , his eyes opened from this , he was actually asleep and his , he woke up from it , not with a start , but the , it 's , he woke up very quickly , instantly and he just started to do things .",2,3,0,1,0,1,0,0,1,0,0,VV,0
3984,5917820,start,trim," Yeah , well we will do once we 'll get them to the height we want we 'll start trimming them and they 'll bush out a bit more , that 's not bad they 're about four , four or five foot now are n't they ?",4,-1,0,0,1,0,0,1,0,0,0,VVG,1
3984,5917884,start,get," Well it 's not , it 's not a bad hedge and it 's now starting to get you know",3,21,0,0,1,0,0,1,0,0,0,VV,0
3984,5918299,start,boil, Yes it 's started to boil now,4,-1,0,0,1,0,0,1,0,0,0,VV,0
3984,5918423,start,share, Now you start to share it out onto the plate,5,-1,0,0,0,0,1,1,0,0,0,VV,0
3984,5919115,start,speak, We ought to start speaking in Spanish so the people who read this dictionary do n't understand it,5,-1,0,0,0,0,1,0,1,0,0,VVG,1
3984,5919209,start,laugh, you start laughing,5,-1,0,0,1,0,0,1,0,0,0,VVG,1
3984,5923029,start,get," What , you 're gon na start getting rid of everything are you ?",3,38,0,1,1,0,0,1,0,0,0,VVG,1
3984,5923729,start,make," Really they say cos eight o'clock , any time after eight o'clock and they start making the beds and make you comfortable but they 've already had three goes at making .",4,11,0,1,0,1,0,1,0,0,0,VVG,1
3984,5923729,start,make," Really they say cos eight o'clock , any time after eight o'clock and they start making the beds and make you comfortable but they 've already had three goes at making .",4,0,0,1,1,0,0,1,0,0,0,VV,0
3984,5923979,start,creak, that this has started to creak and crackle .,5,-1,0,0,1,0,0,1,0,0,0,VV,0
3984,5924642,start,get," Monday , Tuesday , he started getting better and , and he 's steadily got better and better and better , he 's very , very tired , he 's not well he 's very tired but er it 's oh yes , yeah !",3,36,0,1,1,0,0,0,1,0,0,VVG,1
3984,5925112,start,go, started to go,2,2,0,0,1,0,0,1,0,0,0,VV,0
3984,5925607,start,blow," we 've done very well for escaping it , the only trouble is we have n't got the rain and now , this , this coming summer I dread to think what 's gon na happen , look how dry those fields are , just look at it if we get a wind up , if we , a wind starts to blow it 'll move a lot of this , it will just lift it up into the air , we 'll get clouds of soil blowing all over the place .",4,-1,0,0,1,0,0,0,1,0,0,VV,0
3985,5925757,start,become," you make your sound and you carry on and on and on , I 'm gon na keep on taping different people 's make their sound and then we 're gon na see what it feels like you 're in hospital , okay , now it does n't matter if somebody 's got the same sound as somebody else , it 's no big deal , alright , because eventually they 'll all blend into each other , but as soon as I 've tapped you , make your sound , alright patients , come on where 's the machines ? okay , stop , now when did it start becoming out of hand ? , at one stage we did n't really know where we were to , once , once I say ten people , okay , and that was also due to the fact that we had perhaps too many erm patients moaning , alright , it was good in one respect because why , it made obvious that we were in a , a hospital well something like , but erm when you 're in smaller groups and you 're making your sound machines , obviously it 's much easier to to control and to make the overall sound more realistic , do n't you think ? , so , mm , what we 're going to do is we 're going to get into different groups , into groups of four , five , no big deal , you 're welcome to only if you want to , and , you 're going to , each group is going to choose er a profession , okay , you can be brick layers , you can be er musicians , er you can be er gardener , I mean absolutely you can be factory workers , you can be absolutely anything , and what you 're going to do is you 're going to choose , each person will choose a sound which is represented of that particular person , er profession , okay , and you 'll going to make your sounds simultaneously so that as for the audience who are simply listening to you can just close our eyes cos we wo n't , you wo n't be acting you 'll be making these sounds and using , we 'll close our eyes and we 'll know exactly where we are , okay , and then after that once we 've done that just , before you choose your profession to know what this is going to lead onto , after that we 're going to put movements to that profession , so when , if you were in a factory going er putting bottles on , on top top of bottles , you would have the movements going and you would have the sound going and I want you to build up , up , the sound machine which becomes the movement machine as well , so you 're almost robotic so you , shh , shh , or whatever , however your sound , and each person does their thing in the factory or where ever they are and we will be able to see from listening and looking at the movements and obviously remember just because you 're not an example it does n't mean you ca n't talk , there might be for instance there would be a doctor going stand back , stand back , you know , er , in , in the you can use voices , but also obviously very , very effective to have sound voices , shh , shh , to create that part of it , have instruments , but this is how they actually started lay down sound tracks for movies , people specialize",6,-1,0,0,0,0,1,1,0,0,0,VVG,1
3985,5925757,start,lay," you make your sound and you carry on and on and on , I 'm gon na keep on taping different people 's make their sound and then we 're gon na see what it feels like you 're in hospital , okay , now it does n't matter if somebody 's got the same sound as somebody else , it 's no big deal , alright , because eventually they 'll all blend into each other , but as soon as I 've tapped you , make your sound , alright patients , come on where 's the machines ? okay , stop , now when did it start becoming out of hand ? , at one stage we did n't really know where we were to , once , once I say ten people , okay , and that was also due to the fact that we had perhaps too many erm patients moaning , alright , it was good in one respect because why , it made obvious that we were in a , a hospital well something like , but erm when you 're in smaller groups and you 're making your sound machines , obviously it 's much easier to to control and to make the overall sound more realistic , do n't you think ? , so , mm , what we 're going to do is we 're going to get into different groups , into groups of four , five , no big deal , you 're welcome to only if you want to , and , you 're going to , each group is going to choose er a profession , okay , you can be brick layers , you can be er musicians , er you can be er gardener , I mean absolutely you can be factory workers , you can be absolutely anything , and what you 're going to do is you 're going to choose , each person will choose a sound which is represented of that particular person , er profession , okay , and you 'll going to make your sounds simultaneously so that as for the audience who are simply listening to you can just close our eyes cos we wo n't , you wo n't be acting you 'll be making these sounds and using , we 'll close our eyes and we 'll know exactly where we are , okay , and then after that once we 've done that just , before you choose your profession to know what this is going to lead onto , after that we 're going to put movements to that profession , so when , if you were in a factory going er putting bottles on , on top top of bottles , you would have the movements going and you would have the sound going and I want you to build up , up , the sound machine which becomes the movement machine as well , so you 're almost robotic so you , shh , shh , or whatever , however your sound , and each person does their thing in the factory or where ever they are and we will be able to see from listening and looking at the movements and obviously remember just because you 're not an example it does n't mean you ca n't talk , there might be for instance there would be a doctor going stand back , stand back , you know , er , in , in the you can use voices , but also obviously very , very effective to have sound voices , shh , shh , to create that part of it , have instruments , but this is how they actually started lay down sound tracks for movies , people specialize",3,-1,0,1,0,1,0,1,0,0,0,VV,0
3985,5926141,start,talk," I came up to her and started talking to her , yeah , and then Marsha goes to Gemma like that , it 's like",4,1,0,0,1,0,0,1,0,0,0,VVG,1
3985,5926145,start,whisper," and then you two started whispering so I went somewhere else , so I was whispering in class",7,-1,0,0,1,0,0,0,1,0,0,VVG,1
3985,5926323,start,talk, so I 'm gon na start talking at home stop my sister shouting at me,4,8,0,0,0,0,1,1,0,0,0,VVG,1
3985,5926323,start,stop, so I 'm gon na start talking at home stop my sister shouting at me,4,-1,0,1,0,1,0,1,0,0,0,VV,0
3985,5926328,hate,swear," mum goes , do n't you swear at her no swearing thank you , and it 's like she hates swearing , it 's like , not even swearing cows and animals",5,0,0,0,1,0,0,1,0,0,0,VVG,1
3986,5926850,start,do, Now if you remember if you find in your book er you started just doing er a hundred er mini saga fifty words mini saga of David Copperfield okay ?,2,1,0,1,0,1,0,0,1,0,0,VVG,1
3986,5927533,start,laugh, And and they and I went past James and my friend started laughing,5,-1,0,0,1,0,0,0,1,0,0,VVG,1
3986,5927535,start,laugh, I do n't know why they started laughing and she started laughing and her laughing 's like,5,2,0,0,1,0,0,1,0,0,0,VVG,1
3986,5927535,start,laugh, I do n't know why they started laughing and she started laughing and her laughing 's like,5,0,0,0,1,0,0,1,0,0,0,VVG,1
3986,5928222,start,use, The trouble is if you start using it then everybody else thinks you 're listening to music and they 'll start bring theirs in .,3,-1,0,0,1,0,0,1,0,0,0,VVG,1
3986,5928222,start,bring, The trouble is if you start using it then everybody else thinks you 're listening to music and they 'll start bring theirs in .,5,-1,0,0,1,0,0,1,0,0,0,VV,0
3986,5928237,start,play, Started to play it 's recording .,4,-1,0,1,0,1,0,0,0,0,0,VV,0
3986,5928416,start,argue, Then we started arguing we 'd go we go why are n't you talking to us well it 's okay .,5,-1,0,0,1,0,0,0,1,0,0,VVG,1
3986,5928566,hate,hate, Who d ' ya hate really really hate ?,4,0,0,0,1,0,0,1,0,0,0,VV,0
3986,5928704,start,laugh, You know I reckon you guys would have won it if you 'd if you if you had n't started laughing .,5,-1,0,0,1,0,0,1,0,0,0,VVG,1
3986,5928724,start,laugh, And they all started laughing and I wondered what they were laughing at .,5,7,0,0,1,0,0,0,1,0,0,VVG,1
3986,5928730,start,laugh, And started laughing as soon as I did that started laughing .,5,6,0,0,1,0,0,0,1,0,0,VVG,1
3986,5928895,start,slagging, If like I hated you I would n't go up to Lyne and start slagging you off .,8,22,0,0,1,0,0,0,0,0,1,VVG,1
3986,5929010,start,slagging, The think I hate about him is he does n't even know you and he starts slagging you off .,8,-1,0,0,1,0,0,1,0,0,0,VVG,1
3986,5929375,start,laugh, They go I 'll be back in yeah like and then they all go and start laughing like right bimbos .,5,-1,0,0,0,0,1,1,0,0,0,VVG,1
3986,5929376,start,say, Bimbos and start saying oh yeah that 's just like them to do that stupid song .,3,20,0,0,1,0,0,1,0,0,0,VVG,1
3987,5930175,start,record, Conversation I started to record it .,6,-1,0,0,1,0,0,0,1,0,0,VV,0
3987,5930262,start,hang, Oh no ever since you started hanging out with Alan and Patrick and you 've become like Alan and Patrick .,4,1,0,0,0,0,1,0,1,0,0,VVG,1
3987,5930382,start,laugh," I know you are funny sometimes , and some Bonnie just looks at you and she starts laughing and he has n't even said anything or something .",5,-1,0,0,1,0,0,1,0,0,0,VVG,1
3987,5930451,hate,go, I hate it people go have got a lot a load of homework to do do all their bloody homework week 's homework in about one bloody day,2,2,1,0,0,1,0,1,0,0,0,VV,0
3987,5930536,start,talk, He started talking to Nicola er and Nicola 's going oh I love and everything and flipping hell,4,19,0,0,1,0,0,0,1,0,0,VVG,1
3987,5930536,start,go, He started talking to Nicola er and Nicola 's going oh I love and everything and flipping hell,2,-1,1,0,0,1,0,0,1,0,0,VVG,1
3987,5930740,start,do, We 're starting to do erm tennis .,2,19,0,1,0,1,0,1,0,0,0,VV,0
3987,5931320,start,bunk," Oh he 's started bunking off now , Sam you know .",4,-1,0,0,1,0,0,1,0,0,0,VVG,1
3987,5931840,start,talk," Yeah but I get really pissed off as well cos I well I , I wo n't like when I 'm with other people like and I talk about other pe like when I talk about Jenny and then I feel sort of like really two faced when I like start talking to Jenny and stuff .",4,0,0,0,1,0,0,0,0,0,0,VVG,1
3987,5931861,start,piss," I mean yeah she is funny , yeah , but th not to the extent that you find her funny like she 'll be just standing there and you 'll look at her and you 'll start pissing your knickers .",4,5,0,1,0,1,0,1,0,0,0,VVG,1
3987,5932548,start,work," It 'll start working in a minute , hello , hello hello",4,2,0,0,0,0,1,0,1,0,0,VVG,1
3987,5932624,start,pour," I was in the supermarket the other day and then this bloke , I saw this bloke pick up this massive bottle of er vinegar right , and he took the top off there was some old woman just going down the aisle and he just started pouring it all over her",4,-1,0,0,0,0,1,0,1,0,0,VVG,1
3987,5933308,start,work, starts to work .,4,14,0,0,1,0,0,1,0,0,0,VV,0
3987,5933379,start,pour, and all this sort of like the ventilator shaft right there 's all this blue smoke starting to pour,4,-1,0,0,1,0,0,0,0,0,0,VV,0
3987,5933579,start,wash," No no well you , well actually that 's a good one , if you , they start washing the window , yeah and turn the wipers on and whoosh",4,8,0,1,0,1,0,1,0,0,0,VVG,1
3987,5933579,start,turn," No no well you , well actually that 's a good one , if you , they start washing the window , yeah and turn the wipers on and whoosh",4,-1,0,1,0,1,0,1,0,0,0,VV,0
3987,5933793,start,murder, Go round and start murdering people ?,6,-1,0,1,0,1,0,0,0,0,0,VVG,1
3987,5933813,start,hang, S she 's started hanging out with fucking Max and all the bloody teeny wankers .,4,-1,0,0,0,0,1,1,0,0,0,VVG,1
3988,5935838,hate,go, I hate going to the cinema .,2,9,0,0,1,0,0,1,0,0,0,VVG,1
3988,5935983,start,work, Have you started working at Ealing ?,4,-1,0,0,0,0,1,1,0,0,0,VVG,1
3988,5936365,start,use, I must start using the library .,3,-1,0,1,0,1,0,0,1,0,0,VVG,1
3988,5936380,start,read, But erm I must start reading those books as well .,4,-1,0,1,0,1,0,0,1,0,0,VVG,1
3988,5936914,start,walk, We could n't find a taxi so we thought well we may as well start walking .,4,-1,0,0,1,0,0,0,1,0,0,VVG,1
3988,5937125,start,wreck, Another person 's house and you really just start wrecking the place systematically .,5,-1,0,1,0,1,0,0,0,0,0,VVG,1
3988,5937652,hate,lie," I just hate lying , when you suddenly hear these things come down on , just have visions of like a a po pouring out .",3,-1,0,0,1,0,0,1,0,0,0,VVG,1
3988,5937940,start,bang," Course we like , started banging the door and all of a sudden we heard this really like , laugh , you know Mark",4,3,0,1,0,1,0,0,1,0,0,VVG,1
3989,5938330,start,laugh, If you 're gon na start laughing at me you can just get out,5,-1,0,0,0,0,1,1,0,0,0,VVG,1
3989,5938463,start,talk, Got ta start talking,4,-1,0,0,1,0,0,1,0,0,0,VVG,1
3989,5939249,start,go," Oh only a couple of weeks , no they were standing in the common room and she knew he was a virgin right and they were still going out and she knew he was a virgin when they first started going out and Rox goes oh so are you a virgin then erm erm James and he goes no and she was still going out with him and she knew that it was n't with her , obviously , and , and Roxy goes oh who was it then and he goes oh just two , two birds I met in erm Portugal and",2,0,0,0,1,0,0,0,1,0,0,VVG,1
3989,5939423,start,go, She 's not Jewish but she erm was going on about how a lot of Channing people had started going and stuff and they 're all JPs basically .,2,0,0,1,0,1,0,1,0,0,0,VVG,1
3989,5940029,hate,tell," Dad they 're not gon na be looking at your legs , I hate to tell you this .",4,-1,0,0,1,0,0,1,0,0,0,VV,0
3989,5940233,start,laugh, because you 're gon na start laughing,5,-1,0,0,1,0,0,1,0,0,0,VVG,1
3989,5940496,hate,break," I mean you are , you know , you are now I hate to te I hate to break it to you but you are .",5,-1,0,0,1,0,0,1,0,0,0,VV,0
3989,5940652,start,laugh," made me laugh cos we 'd gone up to house tonight , he said he was making a real effort to be good and to and he , when he got up to house today he goes I was doing a really gentlemanly thing and saying oh thank you for a really nice evening , I started laughing well what was I supposed to ?",5,0,0,0,1,0,0,0,1,0,0,VVG,1
3989,5941434,start,lecture, No no if you start lecturing,7,-1,0,0,1,0,0,1,0,0,0,VVG,1
3989,5941692,start,chat, Yeah I suppose all the parents start chatting,4,-1,0,0,1,0,0,1,0,0,0,VVG,1
3991,5944369,hate,run," and all sorts , erm and I would it 's lovely having the milk I hate ma running out .",3,23,0,0,1,0,0,0,0,0,0,VVG,1
3991,5944370,hate,run, Oh I hate running out of milk !,3,1,0,0,0,0,1,1,0,0,0,VVG,1
3991,5944976,start,run," And he said , I suddenly felt so ill , you know , and I was shaking , and , and , and , and , and obviously started running a temperature and , and my , my , er and , and shivering and whatever .",3,-1,0,1,0,1,0,0,1,0,0,VVG,1
3991,5945249,hate,think, Hate to think you 're missing out on anything .,5,8,0,0,1,0,0,1,0,0,0,VV,0
3991,5945513,start,cancel, and they start cancelling .,6,16,0,0,1,0,0,1,0,0,0,VVG,1
3992,5946314,start,roll, Do you want us to put them back in now the customers have started rolling in ?,4,-1,0,0,0,0,1,1,0,0,0,VVG,1
3992,5946546,start,get," Six months , and you 'll be , three fifty , and she 's only just started getting three quid .",3,4,0,1,0,1,0,0,1,0,0,VVG,1
3992,5947090,start,fuck, His Mum 's got fucking kick start on her vibrator .,4,2,0,0,1,0,0,0,1,0,0,VVG,1
3992,5947192,start,swing, My head got stuck up there so I lifted her up in the hair and started swinging her around in my head .,5,-1,0,0,0,0,1,0,1,0,0,VVG,1
3993,5948609,start,throw," so he goes oh what the hell and they shovel tea down him and erm he starts throwing up and , what happened is that when he , when he gets like cut down they ta take him back to the room and they put them in their boxer shorts just sitting there and they 've wired up a mouse trap to like their their",5,-1,0,0,1,0,0,1,0,0,0,VVG,1
3993,5949033,start,put," He stopped and put his chains on the wheels , got off the motorway , started to put chains on the wheels .",3,0,0,1,0,1,0,0,1,0,0,VV,0
3993,5949246,start,get, So November the twenty fourth we 've got about one more month of the days getting shorter erm before the days start getting longer again .,3,0,0,0,1,0,0,1,0,0,0,VVG,1
3993,5949567,start,come, and the moon starts coming across the sky as it does and it gets in the way of the sun .,4,-1,0,0,0,0,1,1,0,0,0,VVG,1
3993,5949822,start,serve, I 'll start serving .,5,55,0,0,1,0,0,0,1,0,0,VVG,1
3993,5950672,start,run, And then I started running .,3,-1,0,0,1,0,0,0,1,0,0,VVG,1
3993,5950861,hate,spend, I hate spend,5,-1,0,0,1,0,0,1,0,0,0,VV,0
3994,5951134,start,go, Once a note is drawn higher than that middle line the tails start to go in the opposite direction .,2,22,0,0,0,0,1,1,0,0,0,VV,0
3996,5952602,start,read, Er plumped myself up and all comfy started reading my book and I fell asleep .,4,4,0,1,0,1,0,0,1,0,0,VVG,1
3996,5952916,start,wreck," Ah well , they 're not gon na start wrecking the place again .",5,-1,0,1,0,1,0,1,0,0,0,VVG,1
3997,5953206,start,grow, And then when you go start growing .,4,6,0,0,1,0,0,1,0,0,0,VVG,1
3997,5955536,start,liven, You are going to start to liven up .,5,-1,0,0,1,0,0,1,0,0,0,VV,0
3998,5956366,start,leave, Whatever you do you 're gon na have to get back at you 're gon na have to start leaving London yeah .,5,20,0,0,1,0,0,1,0,0,0,VVG,1
3999,5956835,start,moan, If she starts moaning I 'm just gon na,4,-1,0,0,1,0,0,1,0,0,0,VVG,1
3999,5956839,start,moan," And , if she starts moaning just gon na bust her face in !",4,4,0,0,1,0,0,1,0,0,0,VVG,1
3999,5957296,start,rub," a few months back I was bored with myself , and my family , I was playing about with my dog , I started rubbing",3,-1,0,0,1,0,0,0,1,0,0,VVG,1
3999,5957297,start,rub, I started rubbing it underneath,3,1,0,0,1,0,0,0,1,0,0,VVG,1
3999,5957621,start,laugh," And I said yeah but you 're looking at them and , and you started laughing .",5,-1,0,0,1,0,0,0,1,0,0,VVG,1
3999,5957622,start,laugh," So I goes , you must be a pervert too and you started laughing .",5,1,0,0,1,0,0,0,1,0,0,VVG,1
3999,5959234,start,argue, They start arguing and everything and then he just chucks her out the win,5,-1,0,1,0,1,0,1,0,0,0,VVG,1
3999,5959236,start,sing, out of the balcony and he starts singing I can see Keilly,4,-1,0,0,1,0,0,0,0,0,0,VVG,1
3999,5959508,start,clean, She jumps into the basin and starts cleaning herself and she hears ching !,5,-1,0,0,1,0,0,1,0,0,0,VVG,1
3999,5959874,start,fancy, Since he started fancying you .,5,-1,0,0,1,0,0,0,1,0,0,VVG,1
3999,5960021,hate,go," That shop stinks I hate going in , not that one !",2,3,0,0,0,0,1,1,0,0,0,VVG,1
3999,5960264,start,think," It 's a bit of a bummer really but you know when you 've got it on and you 're talking , cos I was telling jokes and you get carried away and you start thinking wah and you start telling all the jokes and everything there 's a , a lot of swearing on this tape , a lot of swearing , a lot of swearing .",5,30,0,1,0,1,0,0,1,0,0,VVG,1
3999,5960264,start,tell," It 's a bit of a bummer really but you know when you 've got it on and you 're talking , cos I was telling jokes and you get carried away and you start thinking wah and you start telling all the jokes and everything there 's a , a lot of swearing on this tape , a lot of swearing , a lot of swearing .",4,0,0,1,0,1,0,0,1,0,0,VVG,1
3999,5960266,start,swear, And you know you get carried away you start swearing do n't you ?,5,2,0,0,1,0,0,1,0,0,0,VVG,1
3999,5960396,start,spit, And I start spitting .,4,-1,0,0,1,0,0,1,0,0,0,VVG,1
3999,5960442,start,come, That 's when they start to come in .,4,-1,0,0,0,0,1,1,0,0,0,VV,0
3999,5960950,start,tumble," Nicky just sits there giving it Squeak 's face , Squeak grabs her foot Squeak goes they start tumbling all about the cage , you can hear boof , boof , boof !",6,-1,0,0,0,0,1,1,0,0,0,VVG,1
3999,5960954,start,clean," And then Squeak 's so sneaky , I probably told you this where she gets Nicky and starts cleaning her .",5,-1,0,0,1,0,0,1,0,0,0,VVG,1
3999,5960987,start,run," I could n't believe it , man , when Sam and Fern ran right up to him and he started running and screaming .",3,0,0,0,1,0,0,0,1,0,0,VVG,1
3999,5961093,start,take," Isle of Wight Isle of Wight , ferry , yeah , and we , we all buy , we all buy chips yeah , and the next minute , you know , we 're all walking into the arcade all these girls just come up to us and start taking chips .",4,-1,0,1,0,1,0,1,0,0,0,VVG,1
3999,5961393,start,kiss," was , so when she started kissing",4,-1,0,0,1,0,0,0,1,0,0,VVG,1
3999,5961469,start,swear," As soon as I turn off you gon na start swearing , ai n't you ?",5,-1,0,0,1,0,0,1,0,0,0,VVG,1
3999,5961512,start,rub," She goes Dear Doctor Allen , My Mum and Dad went out the other day and I was bored so I started rubbing my dog and my dog got turned on and so did I .",3,-1,0,1,0,1,0,1,0,0,0,VVG,1
3999,5961533,start,fall, She pushed the first one and they all started to fall face down .,4,-1,0,1,0,1,0,0,1,0,0,VV,0
3999,5961535,start,run, And she started running .,3,-1,0,0,1,0,0,0,1,0,0,VVG,1
3999,5961541,start,dance," All these men started dancing with her and she could n't believe it and she started dancing with them , right .",5,-1,0,0,0,0,1,0,1,0,0,VVG,1
3999,5961541,start,dance," All these men started dancing with her and she could n't believe it and she started dancing with them , right .",5,0,0,0,0,0,1,0,1,0,0,VVG,1
3999,5962966,start,watch, he 'll start watching,5,-1,0,0,1,0,0,0,1,0,0,VVG,1
3999,5962995,start,pour," We was carrying this ta erm table up the stairs and some boy knocked it and it fire alarms , everyone was , water started pouring down cos they have all the water as well , like , if it is a fire it was pouring",4,-1,0,1,0,1,0,0,1,0,0,VVG,1
3999,5963044,start,write, Cos he started writing to her .,5,-1,0,0,1,0,0,0,1,0,0,VVG,1
3999,5963045,start,write," She started writing to him and she did n't wan na , she do n't like him , she hates him , but I was saying like yeah go on !",5,1,0,0,1,0,0,0,1,0,0,VVG,1
3999,5963054,start,come," Miss , let 's go down before anyone sees us and unlock it before everyone starts coming on down .",4,2,0,0,0,0,1,1,0,0,0,VVG,1
3999,5963095,start,laugh, When I look at her I start laughing .,5,2,0,0,1,0,0,1,0,0,0,VVG,1
3999,5963346,start,walk," That 's what ev when I go , I goes to Daniel I 'm taping you know he started walking like this",4,-1,0,0,0,0,1,1,0,0,0,VVG,1
3999,5963348,start,balance," He started balancing like this I goes , I 'm fil I 'm taping you not filming you , they think you 're filming them , you know , they look at the microphone and they go , hi !",7,-1,0,0,0,0,1,0,1,0,0,VVG,1
4000,5963926,start,cry," fucking , fucking crap and as I was saying that my voice broke and I walked off and I started crying",3,-1,0,0,1,0,0,0,1,0,0,VVG,1
4000,5964030,start,beep," and the , the er alarm started beeping inside the machine , we were going",4,-1,0,0,0,0,1,0,1,0,0,VVG,1
4000,5964539,start,cry, Do n't start crying .,3,-1,0,0,1,0,0,1,0,0,0,VVG,1
4000,5964650,start,ask," You 're crap , I think I 'm gon na have to start asking people .",3,-1,0,1,0,1,0,1,0,0,0,VVG,1
4001,5965541,start,make," Cos I mean , he 's starting to make a beeline for Carol now and she 's getting the creeps about it .",4,-1,0,1,0,1,0,1,0,0,0,VV,0
4002,5965782,start,work," Actually , just started working for General Portfolio .",4,2,0,0,0,0,1,0,1,0,0,VVG,1
4002,5965902,hate,tell, I hate to tell you this but the er the forecast for the weather is pretty awful this year .,4,15,0,0,0,0,1,1,0,0,0,VV,0
4002,5966004,start,turn, All the all this food started turning off .,4,-1,0,0,1,0,0,0,1,0,0,VVG,1
4002,5966740,start,overtake, But then you start to overtake him seventy miles an hour or so .,8,-1,0,0,1,0,0,1,0,0,0,VV,0
4003,5966797,start,beat," Yes , that 's why they started beating each other up .",4,-1,0,1,1,0,0,1,0,0,0,VVG,1
4003,5967310,start,puke," you know , she ca n't get it out , and then she starts to puke over it , and it comes out",4,4,0,0,0,0,1,1,0,0,0,VV,0
4003,5967329,hate,throw, I hate throwing,5,-1,0,0,1,0,0,1,0,0,0,VVG,1
4003,5967334,start,feel," yes , and then I feel really hot and then cold and then I start to feel queer .",4,0,0,1,0,1,0,1,0,0,0,VV,0
4003,5967382,start,laugh," But if that was me , I always start laughing .",5,-1,0,0,1,0,0,1,0,0,0,VVG,1
4003,5967547,hate,draw," Jane , I hate drawing people .",4,-1,0,1,0,1,0,1,0,0,0,VVG,1
4004,5967636,start,get," They all , they all huddled together and then when they started to get warm it 'd pong a bit , would n't it ?",3,-1,0,1,1,0,0,0,1,0,0,VV,0
4004,5968384,start,make," But I do n't re think they realize what they were doing when they started making that flower border round , it 's going to be a never ending job .",4,40,0,1,0,1,0,1,0,0,0,VVG,1
4005,5969328,start,go," Yeah , but you see you 've got the , you 've got all the , the other things ins , down , down it , underneath , and I mean if you started going in with a knife and you started cutting down , I mean you could sa , cut an artery or anything could n't you ?",2,24,0,0,0,0,1,0,1,0,0,VVG,1
4005,5969328,start,cut," Yeah , but you see you 've got the , you 've got all the , the other things ins , down , down it , underneath , and I mean if you started going in with a knife and you started cutting down , I mean you could sa , cut an artery or anything could n't you ?",3,12,0,0,1,0,0,0,1,0,0,VVG,1
4006,5969722,start,make, They 've started to even make jokes now .,4,-1,0,1,0,1,0,1,0,0,0,VV,0
4006,5970535,hate,fuck," It 's like that , I hate it when they fucking make cartoons about all kinds of shit like you know Rambo ?",4,1,0,0,1,0,0,1,0,0,0,VVG,1
